Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
 Seminar on Interviewing and Hiring  2014 : 2-day In-person Seminar on Interviewing and Hiring - Secrets for Both Sides of the Desk,N/A,http://www.trainhr.com/control/interviewing-hiring,[],"Jan 30, 2014 - Jan 31, 2014",San Francisco,TBD,,,
 ASIR  2014 : 4th International Workshop on Advances in Semantic Information Retrieval ,N/A,http://fedcsis.org/asir,"['computer science', 'artificial inteligence', 'information retrieval', 'semantic web']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
" EASyCoSe   2014 : Second International WorkShop on Energy-Aware Systems, Communications and Security (EASyCoSe 2014)",N/A,http://wpage.unina.it/fpalmier/EAsyCoSe2014/EAsyCoSe2014/,"['computer science', 'energy efficiency', 'security', 'networking']","Sep 10, 2014 - Sep 12, 2014","Salerno, Italy","May 4, 2014","May 30, 2014","Jun 27, 2014",
" MCSS  2014 : 7th International Conference on Multimedia Communications, Services & Security",N/A,http://mcss2014.indect-project.eu/,"['multimedia', 'watermarking', 'biometry', 'cybercrime']","Jun 11, 2014 - Jun 12, 2014","Krakow, Poland","Jan 29, 2014","Mar 12, 2014","Mar 26, 2014",
 EAIS  2014 : Emerging Aspects in Information Security,N/A,http://fedcsis.org/eais,"['computer science', 'information security']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 DS-RAIT  2014 : 2nd Doctoral Symposium on Recent Advances in Information Technology,N/A,http://fedcsis.org/ds-rait,"['computer science', 'information technology', 'computational intelligence', 'information theory']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 ISVC  2014 : International Symposium on Visual Computing,International Symposium on Visual Computing,http://isvc.net/,"['graphics', 'animation']","Dec 8, 2014 - Dec 10, 2014","Las Vegas, Nevada, USA","Aug 23, 2014","Sep 7, 2014","Oct 1, 2014",
 ICTT  2014 : The International Conference on New Trends in Information and Communication Technologies (ICTT) - ICTT2014,N/A,https://sites.google.com/site/ict2kbtu2014,"['robotics', 'IT', 'automation', 'AI']","Feb 21, 2014 - Feb 22, 2014","Almaty, Kazakhstan","Jan 25, 2014","Feb 1, 2014","Feb 15, 2014",
 1 st AIMN  2014 : 1st Annual International Conference on Intelligent Materials and Nanomaterials,N/A,http://www.aimn13.org/,"['intelligent materials', 'nanomaterials']","Apr 18, 2014 - Apr 19, 2014",Seoul,"Mar 20, 2014","Mar 30, 2014","Apr 8, 2014","Mar 10, 2014"
 TTC  2014 : Transformation Tool Contest,N/A,http://www.transformation-tool-contest.eu,"['model transformation', 'graph transformation', 'program transformation', 'transformation']","Jul 25, 2014 - Jul 25, 2014","York, United Kingdom","Apr 23, 2014","May 28, 2014",,
 Boat China   2014 : Notification of changes in time and place of Boat China 2014,N/A,N/A,[],"Apr 28, 2014 - May 4, 2014",Asian International Yacht City,TBD,,,
 RAMP  2014 :  Recognition of Android Malware Patterns,N/A,http://fsktm.upm.edu.my/~alid/RAMP.htm,[],"Aug 24, 2014 - Aug 24, 2014",Stockholm,TBD,,,
 VIC  2014 : Victorians Institute Conference: The Mysteries at Our Own Doors,N/A,http://www.vcu.edu/vij/,"['british literature and culture', 'mystery and detective fiction', 'poetry', 'gender studies']","Oct 24, 2014 - Oct 25, 2014","Charlotte, NC","May 15, 2014",,,
 ESA  2014 : European Symposium on Algorithms,European Symposium on Algorithms,http://algo2014.ii.uni.wroc.pl/esa/,"['algorithms', 'computer science', 'data structures']","Sep 8, 2014 - Sep 10, 2014","Wrocław, Poland","Apr 18, 2014",,"Jul 1, 2014",
 IGU-CSRS  2014 : 22nd Annual Colloquium IGU - Commission on the Sustainability of Rural Systems,N/A,http://www.cicadit.ro/en/events1.html,"['rural development', 'rural-urban space', 'rural communities']","Aug 24, 2014 - Sep 3, 2014",Bucharest,"Mar 31, 2014","Apr 15, 2014",,
 Sammy Dress Offers Special Discounts Thi  2013 : Sammy Dress Offers Special Discounts This Festive Season,N/A,http://180,[],N/A,180,TBD,,,
 Wallis Simpson and Duke of Windsor jewel  2013 : Wallis Simpson and Duke of Windsor jewels go under hammer today | Mail Online,N/A,http://180,[],N/A,180,TBD,,,
 MobiCom  2014 : The 20th Annual International Conference on Mobile Computing and Networking,ACM/IEEE International Conference on Mobile Computing and Networking,http://www.sigmobile.org/mobicom/2014/,"['networks', 'systems', 'theory', 'mobile']","Sep 7, 2014 - Sep 11, 2014","Maui, HI, USA","Mar 10, 2014","Jun 2, 2014","Jul 27, 2014","Mar 5, 2014"
 END  2014 : International Conference on Education and New Developments 2014,N/A,http://www.end-educationconference.org/index.html,"['education', 'teaching', 'learning']","Jun 28, 2014 - Jun 30, 2014","Madrid, Spain","May 12, 2014","May 30, 2014","Jun 9, 2014",
 Countdown to Face-Off: Kalamazoo Wings v  2014 : Countdown to Face-Off: Kalamazoo Wings vs Cincinnati Cyclones - OurSports Central ,N/A,http://180,[],N/A,180,TBD,,,
" Seattle Police Department horses' shoes   2013 : Seattle Police Department horses' shoes a costly necessity |
KING5.com Seattle",N/A,http://180,[],N/A,180,TBD,,,
 CCEEE  2015 : 2015  2nd  International Conference on Control Engineering and Electronics Engineering,N/A,http://www.cceee.net/,"['control', 'signal processing', 'communications', 'electronics']","Apr 18, 2015 - Apr 19, 2015","Chengdu, China","Feb 5, 2015","Feb 25, 2015","Mar 10, 2015",
 CoDesign ANT Special Issue  2015 : CoDesign Special Issue: Designing Things Together: Intersections of Co-Design and Actor-Network Theory,N/A,http://www.tandf.co.uk/journals/cfp/ncdncfp.pdf,"['codesign', 'actor-network theory (ant)']",N/A,N/A,"Sep 1, 2014","Nov 24, 2014",,"Mar 17, 2014"
 HotCloud  2014 : 6th USENIX Workshop on Hot Topics in Cloud Computing,N/A,https://www.usenix.org/conference/hotcloud14/call-for-papers,[],"Jun 17, 2014 - Jun 18, 2014","Philadelphia, PA, United States","Mar 6, 2014","Apr 25, 2014","May 28, 2014",
 INISTA  2014 : 2014 IEEE International Symposium on INnovations in Intelligent SysTems and Applications ,N/A,http://www.inista.org,"['intelligent systems', 'artificial intelligence', 'machine learning', 'computational intelligence']","Jun 23, 2014 - Jun 25, 2014","Alberobello, Italy","Feb 14, 2014",,,
 LaSCoG-SCoDiS  2014 : 3rd Workshop on Scalable Computing in Distributed Systems (SCoDiS'14) and 8th Workshop on Large Scale Computations on Grids (LaSCoG'14),N/A,http://fedcsis.org/scodis-lascog,"['computer science', 'distributed systems', 'grid', 'cloud']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 WRSC  2014 : First International Workshop on Rack Scale Computing ,N/A,http://research.microsoft.com/en-us/events/wrsc2014/,[],"Apr 13, 2014 - Apr 13, 2014","Amsterdam, The Netherlands","Feb 12, 2014","Mar 5, 2014","Mar 28, 2014",
 MMAP  2014 : 7th International Symposium on Multimedia Applications and Processing,N/A,http://fedcsis.org/mmap,"['computer science', 'multimedia', 'image processing', 'games']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 MAS&S  2014 : 8th International Workshop on Multi-Agent Systems and Simulation,N/A,http://fedcsis.org/mass,"['computer science', 'multi-agent systems', 'simulation']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 ISEC  2014 : 3rd Information Systems Education & Curricula Workshop,N/A,http://fedcsis.org/isec,"['computer science', 'information systems', 'education']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 MDASD  2014 : 3rd Workshop on Model Driven Approaches in System Development,N/A,http://fedcsis.org/mdasd,"['computer science', 'model-driven development', 'development', 'software engineering']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 IEEE-SMM  2014 : The Third IEEE International Workshop on Semantic Multimedia,N/A,http://rvc.eng.miami.edu/icsc_smm14/index.html,"['multimedia', 'semantic', 'big data', 'social network']","Jun 16, 2014 - Jun 18, 2014","Newport Beach, California, USA","Mar 17, 2014","Apr 6, 2014","Apr 20, 2014",
 IEVC  2014 : The Fourth IIEEJ International Workshop on Image Electronics and Visual Computing,N/A,http://www.kodama.com.hiroshima-u.ac.jp/iieej/IEVC2014/,"['image electronics', 'visual computing', 'bioinformatics', 'computer vision']","Oct 7, 2014 - Oct 10, 2014","Koh Samui, Thailand","Apr 18, 2014","Jul 11, 2014","Aug 8, 2014",
 ACIS  2014 : The Third Asian Conference on Information Systems,N/A,http://www.cse.hcmut.edu.vn/~save/ACIS2014/,"['artificial intelligence', 'information systems', 'software engineering', 'data mining']","Dec 1, 2014 - Dec 3, 2014",The Third Asian Conference on Informatio,"Jul 4, 2014","Aug 15, 2014","Oct 6, 2014",
 BIOT  2014 : IEEE International Workshop on Big Data Management for the Internet of Things,N/A,http://compsac.cs.iastate.edu/workshops.php,"['internet of things', 'BIGDATA', 'M2M', 'service platform']","Jul 21, 2014 - Jul 25, 2014","Vasteras, Sweden","Apr 7, 2014","Apr 20, 2014","Apr 28, 2014",
 ACML  2014 : Asian Conference on Machine Learning,Asian Conference on Machine Learning,http://www.acml2014.jvn.edu.vn,['machine learning'],"Nov 26, 2014 - Nov 28, 2014","Nha Trang city, Vietnam","May 19, 2014","Jun 30, 2014","Oct 20, 2014",
 SI ETT: Enabling 5G  2014 : Special Issue 'Enabling 5G: Energy and Spectrally Efficient Communication Systems',N/A,http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291541-8251/homepage/ForAuthors.html,"['5G', 'architecture', 'technology', 'enablers']",N/A,N/A,"Feb 15, 2014","Jun 21, 2014","Jul 31, 2014",
 SOAD-MT  2014 : 1st International Workshop on Service-Oriented Applications Development: Methodologies and Tools,N/A,http://fedcsis.org/soad-mt,"['computer science', 'development', 'services', 'software engineering']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 Special Issue - Neurocomputing  2014 : Special Issue on Distributed Learning Algorithms for Swarm Robotics,N/A,http://www.journals.elsevier.com/neurocomputing/call-for-papers/distributed-learning-algorithms-for-swarm-robotics/,"['swarm robotics', 'learning', 'swarm intelligence']",N/A,N/A,"Aug 1, 2014","Dec 1, 2014","Feb 28, 2015",
 CtCSF  2014 : Chip to Cloud Security Forum,N/A,http://www.chip-to-cloud.com ,"['information technology', 'embedded systems', 'mobile computing', 'cryptography']","Sep 23, 2014 - Sep 25, 2014","Marseille, France","Mar 24, 2014","Apr 30, 2014","Aug 31, 2014",
 pandora sale  2013 : pandora sale,N/A,http://180,[],N/A,180,TBD,,,
 IJCV SI on sparse coding  2014 : IJCV special issue on sparse coding,N/A,http://lear.inrialpes.fr/people/mairal/resources/pdf/call.pdf,"['computer vision', 'image processing', 'machine learning']",N/A,N/A,"Jan 31, 2014",,"Jul 30, 2014",
 ICSEA  2014 : The Ninth International Conference on Software Engineering Advances,International Conference on Software Engineering Advances,http://www.iaria.org/conferences2014/ICSEA14.html,"['software engineering foundatio', 'software engineering mechanisa', 'software design tools', 'software performance']","Oct 12, 2014 - Oct 16, 2014","Nice, France","May 30, 2014","Jun 4, 2014","Aug 20, 2014",
 ICMT  2014 : 7th International Conference on Model Transformation,International Conference on Model Transformation,http://www.model-transformation.org/,"['transformation paradigms', 'transformation languages', 'transformation algorithms', 'transformation strategies']","Jul 21, 2014 - Jul 25, 2014",York (UK),"Feb 4, 2014","Mar 11, 2014","Apr 4, 2014","Jan 28, 2014"
 ICCICS  2014 : The International Conference on Cyber-Crime Investigation and Cyber Security (ICCICS2014),N/A,http://sdiwc.net/conferences/2014/iccics2014/,"['computer science', 'information technology', 'digital applications']","Nov 17, 2014 - Nov 19, 2014","Kuala Lumpur,Malaysia","Oct 17, 2014","Nov 3, 2014",,
 ENERDAY   2014 : 9th Conference on Energy Economics and Technology - A European Energy Market?,N/A,http://enerday.ee2.biz,"['energy economics', 'energy technology']","Apr 11, 2014 - Apr 11, 2014","Dresden, Germany","Mar 3, 2014",,"Apr 7, 2014",
" Replica Tudor watches - Glamour Series c  2013 : Replica Tudor watches - Glamour Series calendar 53010w-LS (white surface, a neutral mechanical watch set with 11 diamonds) [3155 ] - $180.00 : replica  watches online stores, ",N/A,http://180,[],N/A,180,TBD,,,
" SoFAST-WS  2014 : Frontiers in Network Applications, Network Systems and Web Services",N/A,http://fedcsis.org/sofast-ws,"['computer science', 'networks', 'web services', 'applications']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 FEAST  2014 : Features and Structures,N/A,https://sites.google.com/site/feast2014/,"['machine learning', 'pattern recognition', 'data mining']","Aug 24, 2014 - Aug 24, 2014","Stockholm, Sweden","May 15, 2014","May 30, 2014",,
 ICT-ISPC  2014 : The 2014 Third ICT International Student Project Conference (ICT-ISPC2014),N/A,http://www.ispc.ict.mahidol.ac.th/,"['software engineering', 'intelligent systems', 'computer networks and security', 'data and knowledge management']","Mar 26, 2014 - Mar 27, 2014","Mahidol University, Thailand","Feb 7, 2014","Mar 7, 2014","Mar 14, 2014",
 XML London  2014 : XML London 2014,N/A,http://xmllondon.com,"['XML', 'web', 'data management', 'semantic web']","Jun 7, 2014 - Jun 8, 2014","UCL, London, United Kingdom","Mar 10, 2014","Apr 10, 2014","May 9, 2014",
 AITM  2014 : 12th Conference on Advanced Information Technologies for Management ,N/A,http://fedcsis.org/aitm,"['computer science', 'information technology', 'management', 'business intelligence']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 IT4L  2014 : 3rd Workshop on Information Technologies for Logistics,N/A,http://fedcsis.org/it4l,"['computer science', 'information technology', 'logistics']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
" ATSE  2014 : 5th International Workshop Automating Test Case Design, Selection and Evaluation",N/A,http://fedcsis.org/atse,"['computer science', 'testing']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 CANA  2014 : 7th Computer Aspects of Numerical Algorithms,N/A,http://fedcsis.org/cana,"['computer science', 'parallel computing', 'algorithms', 'numerical algorithms']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 WCO  2014 : 7th Workshop on Computational Optimization,N/A,http://fedcsis.org/wco,"['computer science', 'optimization']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 MSPC  2014 : ACM SIGPLAN Workshop on Memory Systems Performance and Correctness,N/A,http://mspcworkshop.org,"['memory', 'systems', 'garbage collection', 'memory management']","Jun 13, 2014 - Jun 13, 2014","Edinburgh, UK","Mar 10, 2014","Apr 28, 2014","May 19, 2014",
 CLEI  2014 : XL Conferencia Latinoamericana en Informática,N/A,http://clei.org/clei2014/,[],"Sep 15, 2014 - Sep 19, 2014","Montevideo, Uruguay","Apr 28, 2014","Jun 23, 2014","Jul 21, 2014",
 KAM&AI4KM  2014 : Collaborative Human-Machine Intelligence: 20th Conference on Knowledge Acquisition and Management and 2nd Workshop on Artificial Intelligence for Knowledge Management,N/A,http://fedcsis.org/kam,"['computer science', 'artificial inteligence', 'knowledge management', 'knowledge discovery']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 PBDA  2014 : Performance of Business Database Applications,N/A,http://fedcsis.org/pbda,"['computer science', 'databases', 'business']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 WSN  2014 : 3rd International Conference on Wireless Sensor Networks,N/A,http://fedcsis.org/wsn,"['computer science', 'wireless sensor networks', 'network']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 DBSec  2014 : 28th Annual IFIP WG 11.3 Working Conference on Data and Applications Security and Privacy,Database Security,http://dbsec2014.sba-research.org ,[],"Jul 14, 2014 - Jul 16, 2014","Vienna, Austria","Mar 10, 2014","Apr 21, 2014","Apr 30, 2014",
 ISM  2014 : 9-th Conference on: Information Systems Management,N/A,http://fedcsis.org/ism,"['computer science', 'information systems', 'management']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
 ICACTD  2014 : International Conference on Advanced Computer Technology & Development - 2014,N/A,http://WWW.icactd2014.in,"['computer science', 'information technology', 'image processing', 'networks']","Jul 18, 2014 - Jul 19, 2014","Andhra Pradesh,India","Apr 30, 2014","May 31, 2014","Jun 10, 2014","Apr 15, 2014"
 ISMM  2014 : International Symposium on Memory Management,International Symposium on Memory Management,http://ismm2014.cs.tufts.edu,"['memory management', 'garbage collection', 'memory allocation', 'memory systems']","Jun 12, 2014 - Jun 13, 2014","Edinburgh, UK","Feb 17, 2014","Apr 1, 2014",,
 Moncler's shares soar 40 percent in   2015 : Moncler's shares soar 40 percent in Milan market debut ,N/A,http://180,[],N/A,180,TBD,,,
 COM.Geo  2014 : The 5th International Conference on Computing for Geospatial Research and Applicaiton,N/A,http://www.com-geo.org/conferences/2014/index.htm,"['computer science', 'GIS', 'geospatial computing', 'big data computing']","Aug 4, 2014 - Aug 6, 2014",Washington DC,"Jun 9, 2014",,,
 ICCI*CC  2014 : 13th IEEE International Conference on Cognitive Informatics & Cognitive Computing ,N/A,http://www.ucalgary.ca/icci_cc/ICCICC2014,"['computational intelligence', 'artificial intelligence', 'cognitive systems']","Aug 18, 2014 - Aug 20, 2014","London, UK","Apr 1, 2014","May 1, 2014","Jun 1, 2014",
 Conference organizer  2014 : Phenomenology and Naturalism,N/A,http://saphenomenology.wordpress.com/,"['phenomnology', 'naturalism', 'continental philosophy', 'analytic philosophy']","Apr 11, 2014 - Apr 13, 2014",Johannesburg,"Jan 31, 2014",,,
 WIT-EC  2014 : AAAI 2014 Workshop on Incentives and Trust in E-Communities,N/A,http://trust.sce.ntu.edu.sg/wit-ec14,"['trust', 'incentive', 'game theory', 'security']","Jul 27, 2014 - Jul 27, 2014","Quebec, Canada","May 15, 2014","May 25, 2014","May 31, 2014",
" Swiss Rolex Replica Datejust 36 mm Watch  2015 : Swiss Rolex Replica Datejust 36 mm Watch: 18 ct Everose gold – M116185BBR-0008 - $178.00 : Replica Rolex Watches, penefit.org",N/A,http://180,[],N/A,180,TBD,,,
 SEN-MAS  2014 : 3rd International Workshop on Smart Energy Networks & Multi-Agent Systems,N/A,http://fedcsis.org/sen-mas,"['computer science', 'multi-agent systems', 'network', 'energy']","Sep 7, 2014 - Sep 10, 2014","Warsaw, Poland","Apr 23, 2014","May 19, 2014","Jun 17, 2014",
" Women's North Face Gore Tex jackets red   2013 : Women's North Face Gore Tex jackets red - $120.00 : the north face, dressplease.com",N/A,http://180,[],N/A,180,TBD,,,
" Omega specialities, olympic-collection  2013 : Omega specialities, olympic-collection",N/A,http://180,[],N/A,180,TBD,,,
 Strip models  2013 : Strip models,N/A,http://180,[],N/A,180,TBD,,,
 DE  2014 : Digital Economy Special Session (DE 2014),N/A,http://amsta-14.kesinternational.org/cmsISdisplay.php,"['economy', 'agent technology', 'supply chain']","Jun 18, 2014 - Jun 20, 2014","Chania, Greece","Feb 15, 2014","Feb 25, 2014","Mar 10, 2014",
 RDSS  2014 : Workshop on Reliable Data Services and Systems,N/A,http://www.sigmod2014.org/rdss,['databases'],"Jun 23, 2014 - Jun 23, 2014","Snowbird, Utah, USA","Apr 5, 2014",,,
" Replica Luxury brand watches, Rolex  2014 : Replica Luxury brand watches, Rolex",N/A,http://180,[],N/A,180,TBD,,,
 PESOS  2014 : 6th International Workshop on Principles of Engineering Service-Oriented and Cloud Systems,N/A,http://www.cse.unsw.edu.au/~hpaik/pesos2014,"['cloud computing', 'saas']","May 31, 2014 - May 31, 2014","Hyderabad, India","Jan 24, 2014",,,
 GRADES  2014 : GRAph Data-management Experiences and Systems,N/A,http://event.cwi.nl/grades2014,['databases'],"Jun 22, 2014 - Jun 22, 2014","Snowbird (Utah), USA","Mar 31, 2014",,,
 BMSD  2014 : 4th INT. SYMPOSIUM ON BUSINESS MODELING AND SOFTWARE DESIGN,Business Modeling and Software Design,http://www.is-bmsd.org,"['enterprise modeling', 'information systems', 'requirements', 'software']","Jun 24, 2014 - Jun 26, 2014","Luxembourg, Grand Duchy of Luxembourg","Feb 17, 2014","Mar 31, 2014","Apr 15, 2014",
 EEWC  2014 : 4th Enterprise Engineering Working Conference,Enterprise Engineering Working Conference,http://www.ciaonetwork.org/eewc2014,"['enterprise engineering', 'software']","May 6, 2014 - May 8, 2014","Funchal, Madeira Island, Portugal","Jan 10, 2014",,,
 ABRC  2014 : 3rd Asian Business Research Conference,N/A,http://www.asmmr.com/3rdconference,"['marketing', 'management', 'business', 'research']","Mar 9, 2015 - Apr 9, 2015","INSEAD Abu Dhabi, UAE","Jun 4, 2016","Jun 5, 2016","Jun 4, 2016","Jun 5, 2016"
 AIE  2014 : The 7th Annual Conference for the Academy of Innovation and Entrepreneurship,N/A,http://www.aieconference.org,"['entrepreneurship', 'innovation']","Sep 5, 2014 - Sep 7, 2014","Beijing, China","May 30, 2014","Jun 30, 2014",,
 S.ARCH  2014 : International Conference with Exhibition S.ARCH - Sustainable Architecture,N/A,http://www.renecon.rs/html/s_arch.html,"['architecture', 'sustainable', 'exhibition', 'green']","May 14, 2014 - May 15, 2014","Belgrade, Serbia","Feb 25, 2014","Feb 26, 2014","Apr 15, 2014",
 ADMI  2014 : The Tenth International Workshop on Agents and Data Mining Interaction,Agents and Data Mining Interaction,http://admi14.agentmining.org,"['agents', 'data mining']","May 6, 2014 - May 6, 2014","Paris, France","Feb 10, 2014",,,
 MONAMI  2014 : 6th International Conference on Mobile Networks and Management,Mobile Networks and Management,http://mon-ami.org/2014/show/cf-papers,"['mobility technologies', 'social and community networks', 'software and middleware', 'network management, control']","Sep 22, 2014 - Sep 24, 2014",Würzburg - Germany,"May 11, 2014","Jul 15, 2014","Aug 12, 2014",
 FCI&S  2014 : Special Issue on “Fuzzy Collaborative Intelligence and Systems”,N/A,N/A,"['fuzzy system', 'artificial intelligence', 'collaboration']","Jan 1, 2014 - Dec 31, 2014",online,"Oct 31, 2014","Jan 1, 2015","Mar 31, 2015",
 WEIS  2014 : The 13th Annual Workshop on the Economic of Information Security,Workshop on the Economics of Information Security,http://weis2014.econinfosec.org/cfpart.php,"['information security', 'computer science']","Jun 23, 2014 - Jun 24, 2014","Pennsylvania, USA","Feb 28, 2014","Apr 6, 2014","May 11, 2014",
 ETCSI  2014 : National Conference on Emerging Trends in Computer Science & Information Technology-2014,N/A,N/A,"['computer science', 'information technology', 'cyber security', 'cloud computing']","Apr 12, 2014 - Apr 13, 2014",INDIA,"Mar 5, 2014","Mar 15, 2014","Mar 25, 2014",
" Chanel A30160 Offwhite Calfskin Large Le  2013 : Chanel A30160 Offwhite Calfskin Large Le Boy Shoulder Bag Silver - $238.00 : chanel outlet stores, mybag7.com",N/A,http://180,[],N/A,180,TBD,,,
 2012 UK Cheap Louis Vuitton Women Handba  2013 : 2012 UK Cheap Louis Vuitton Women Handbags On Sale - Louis Vuitton UK Outlet,N/A,http://180,[],N/A,180,TBD,,,
 WASA  2014 : 4th Workshop on Applications of Software Agents,N/A,http://perun.pmf.uns.ac.rs/events/wasa2014/,"['multi-agent systems', 'artificial intelligence', 'software engineering']","Jun 2, 2014 - Jun 4, 2014","Thessaloniki, Greece","Jan 24, 2014","Feb 24, 2014","Mar 24, 2014",
 Abortion  2014 : The Unfinished Revolution,N/A,http://abortionpeiconference.blogspot.ca/,"['abortion', 'activism', ""women's health""]","Aug 7, 2014 - Aug 8, 2014","Charlottetown, PEI","Jan 31, 2014",,,
 GIScience  2014 : Eighth International Conference on Geographic Information Science ,Geographic Information Science,http://www.giscience.org/,['GIS'],"Sep 24, 2014 - Sep 26, 2014","Vienna, Austria","Feb 10, 2014","Apr 12, 2014","May 12, 2014","Jan 13, 2014"
 IDC  2014 : 8th International Symposium on Intelligent Distributed Computing,Intelligent Distributed Computing,http://aida.ii.uam.es/IDC2014,"['distributed systems', 'intelligent systems', 'multi-agent systems', 'bio-inspired computing']","Sep 3, 2014 - Sep 5, 2014","Madrid, Spain","Mar 1, 2014","Apr 13, 2014","May 24, 2014",
" Replica IWC Da Vinci perpetual moon phas  2013 : Replica IWC Da Vinci perpetual moon phase series digital IW376106 men's mechanical watch [5612 ] - $210.00 : replica  watches online stores, 1iwc.us",N/A,http://180,[],N/A,180,TBD,,,
" Brown 6 Inch Timberland Mens Boots - $10  2014 : Brown 6 Inch Timberland Mens Boots - $101.00 : Timberland outlet, timberlandshoesonsales.com",N/A,http://180,[],N/A,180,TBD,,,
 WSICC  2014 : 2nd International Workshop on Interactive Content Consumption at TVX 2014,N/A,http://wsicc.net,"['interactivity', 'multimedia', 'content', 'interaction']","Jun 25, 2014 - Jun 25, 2014","Newcastle upon Tyne, UK","Mar 31, 2014","Apr 20, 2014","Apr 29, 2014",
 TASE  2014 : The 8th International Symposium on Theoretical Aspects of Software Engineering,Theoretical Aspects of Software Engineering,http://www.nudt.edu.cn/tase2014/index.htm,"['software engineering', 'programming languages']","Sep 1, 2014 - Sep 3, 2014","Changsha, China","Mar 7, 2014","Apr 28, 2014","May 19, 2014","Feb 28, 2014"
 KES-IDT-June-IS08  2014 : Call for Papars for Invited Session is08,N/A,http://idt-14.kesinternational.org/,[],"Jun 18, 2014 - Jun 20, 2014","Chania, Greece","Feb 1, 2014","Feb 28, 2014","Mar 8, 2014",
 EuroMPI/ASIA  2014 : 21st European MPI Users' Group Meeting,N/A,http://www.eurompi2014.org,"['MPI', 'distributed systems', 'parallel computing', 'performance']","Sep 9, 2014 - Sep 12, 2014","Kyoto, Japan","May 2, 2014","Jun 13, 2014","Jun 30, 2014",
 IJDCF  2014 : International Journal of Digital Crime and Forensics,N/A,http://www.igi-global.com/calls-for-papers/international-journal-digital-crime-forensics/1112,"['dital forensics', 'surveillance', 'biometrics', 'events']",N/A,N/A,TBD,,,
 dg.o  2014 : 15th Annual International Conference on Digital Government Research,Digital Government Research,http://dgsociety.org/conference/2014,[],"Jun 18, 2014 - Jun 21, 2014","Aguascalientes City, Aguascalientes, Mex","Feb 1, 2014",,,
" Official website of Rolex watches (Rolex  2013 : Official website of Rolex watches (Rolex watches) offer _ Rolex male table price [genuine Rolex gold watch, Rolex Gypsophila",N/A,http://180,[],N/A,180,TBD,,,
 Cartier Mens Replica Watches - Replica C  2014 : Cartier Mens Replica Watches - Replica Cartier Watch,N/A,http://180,[],N/A,180,TBD,,,
 QoMEX  2014 : 6th International Workshop on Quality of Multimedia Experience ,Quality of Multimedia Experience,http://www.qomex2014.org/,"['qoe', 'signal processing', 'communication', 'interaction']","Sep 18, 2014 - Sep 20, 2014",Singapore,"May 18, 2014","Jun 29, 2014","Jul 27, 2014",
 AMCIS  2014 : Association for Information Systems Conference,Americas Conference on Information Systems,http://amcis2014.aisnet.org/,['information systems'],"Aug 7, 2014 - Aug 10, 2014","Savannah, Georgia, USA","Mar 1, 2014",,,
