Conference Name,Conference Series,Link,Categories,When,Where,Submission Deadline,Notification Due,Final Version Due,Abstract Registration Due
 LSA-TEL  2009 : Latent Semantic Analysis for Technology-Enhanced Learning,N/A,http://webu2.upmf-grenoble.fr/sciedu/lsatel/,"['artificial intelligence', 'cognitive science', 'education', 'natural language processing']","Mar 25, 2009 - Mar 26, 2009","Grenoble, France","Oct 27, 2008","Dec 1, 2008","Jan 15, 2009",
 FUSION  2009 : 12th Internation Conference on Information Fusion,N/A,http://www.fusion2009.org/,[],"Jul 6, 2009 - Jul 9, 2009","Seattle, WA, USA","Mar 2, 2009","Apr 10, 2009","May 15, 2009",
 VIPIMAGE  2009 : Ecomas Thematic Conferecne on Computational Vision and Medical Image processing,N/A,http://paginas.fe.up.pt/~vipimage/,"['computer vision', 'image processing']","Oct 14, 2009 - Oct 16, 2009","Porto, Portugal","Mar 15, 2009","Apr 15, 2009","Jun 15, 2009",
 NDSS   2009 : 16th Annual Network and Distributed System Security Symposium,Network and Distributed System Security Symposium,http://www.isoc.org/isoc/conferences/ndss/09/cfp.shtml,['security'],"Feb 8, 2009 - Feb 11, 2009","San Diego, CA, USA","Sep 12, 2008","Nov 3, 2008","Dec 12, 2008",
" DATE  2009 : Design, Automation & Test in Europe, Embedded Software Track","Design, Automation, and Test in Europe",http://www.date-conference.com,"['real-time', 'embedded systems', 'design', 'architecture']","Apr 20, 2009 - Apr 24, 2009","Nice, France","Sep 7, 2008",,,
 IWOMP  2009 : 5th International Workshop on OpenMP,International Workshop on OpenMP,http://www.iwomp.org,"['computational science', 'parallel processing', 'parallel computing', 'high performance computing']","Jun 3, 2009 - Jun 5, 2009","Dresden, Germany","Dec 14, 2008","Feb 6, 2009","Mar 6, 2009",
 DSN  2009 : The 39th Annual IEEE/IFIP International Conference on Dependable Systems and Networks,Dependable Systems and Networks,http://www.dsn.org/,"['dependable systems', 'fault tolerance']","Jun 29, 2009 - Jul 2, 2009","Estoril, Lisbon, Portugal","Dec 15, 2008",,,"Dec 8, 2008"
" eTELEMED  2009 : International Conference on eHealth, Telemedicine, and Social Medicine","International Conference on eHealth, Telemedicine, and Social Medicine",http://www.iaria.org/conferences2009/CfPeTELEMED09.html,[],"Feb 1, 2009 - Feb 6, 2009","Cancun, Mexico","Sep 1, 2008","Oct 5, 2008","Nov 1, 2008",
 Mashups  2008 : Second International Workshop on Web APIs and Services Mashups,N/A,http://icsoc-mashups.org/,"['mashup', 'workshop', 'ICSOC', 'web 2.0']","Dec 1, 2008 - Dec 1, 2008","Sydney, Australia","Oct 13, 2008","Nov 3, 2008",,
 SePTIS  2008 : Security and Privacy in Telecommunications and Information Systems,N/A,http://septis.istase.fr,"['security', 'communications', 'telecommunications']","Nov 30, 2008 - Dec 3, 2008","BALI, INDONESIA","Aug 22, 2008","Sep 12, 2008","Oct 3, 2008",
 BHI  2008 : International Workshop on Biomedical and Health Informatics,Biomedical and Health Informatics,http://web.missouri.edu/~yooil/Workshop/BHI_2008,[],"Nov 5, 2008 - Nov 7, 2008","Philadelphia, United States","Aug 17, 2008","Sep 10, 2008","Sep 29, 2008",
 AOSD  2009 : Eighth International Conference on Aspect-Oriented Software Development,Aspect-Oriented Software Development,http://aosd.net/2009,"['programming languages', 'software engineering']","Mar 2, 2009 - Mar 6, 2009","Charlottesville, VA, USA","Oct 3, 2008","Dec 8, 2008","Jan 8, 2009","Sep 27, 2008"
" e-Forensics  2009 : International Conference on Forensic Applications and Techniques in Telecommunications, Information and Multimedia","Forensics in Telecommunications, Information and Multimedia",http://e-forensics.eu/,"['computer graphics', 'multimedia', 'security', 'communications']","Jan 19, 2009 - Jan 21, 2009","Adelaide, Australia","Aug 29, 2008","Oct 17, 2008","Nov 28, 2008",
 Humanoids  2008 : 8th IEEE-RAS International Conference on Humanoid Robots,IEEE-RAS International Conference on Humanoid Robots,http://www.humanoids2008.org/,"['robotics', 'automation']","Dec 1, 2008 - Dec 3, 2008","Daejeon, South Korea","Jul 20, 2008","Sep 20, 2008","Oct 15, 2008",
 Pervasive  2009 : Seventh International Conference on Pervasive Computing,International Conference on Pervasive Computing,http://www.pervasive2009.org/,[],"May 11, 2009 - May 14, 2009","Nara, Japan","Oct 17, 2008",,,
 VRCAI  2008 : ACM SIGGRAPH International Conference on Virtual-Reality Continuum and its Applications in Industry 2008,Virtual Reality Continuum and its Applications in Industry,http://vrcai.i2r.a-star.edu.sg/,"['computer graphics', 'virtual reality']","Dec 8, 2008 - Dec 9, 2008","Fusionopolis, Singapore","Sep 1, 2008","Oct 1, 2008","Oct 7, 2008",
 SEC  2009 : 24th IFIP International Information Security Conference,Information Security,http://www.sec2009.org,['security'],"May 18, 2009 - May 20, 2009",Cyprus,"Oct 20, 2008","Dec 20, 2008","Jan 15, 2009",
 ICIEA  2009 : 4th IEEE Conference on Industrial Electronics and Applications,N/A,http://www.ieeeiciea.org/,['control'],"May 25, 2009 - May 27, 2009","Xian, China","Nov 15, 2008","Jan 15, 2009","Mar 1, 2009",
 ACC  2010 : American Control Conference,N/A,http://www.a2c2.org/conferences/acc2010/,['control'],"Jun 30, 2010 - Jul 2, 2010","Baltimore, MD, USA","Sep 15, 2009","Jan 31, 2010","Mar 15, 2010",
 ICAS  2009 : The Fifth International Conference on Autonomic and Autonomous Systems ,International Conference on Autonomic and Autonomous Systems,http://www.iaria.org/conferences2009/CfPICAS09.html,"['autonomous systems', 'autonomic systems']","Apr 21, 2009 - Apr 25, 2009","Valencia, Spain","Nov 1, 2008","Dec 5, 2008","Dec 25, 2008",
 Ada-Europe  2009 : 14th International Conference on Reliable Software Technologies,International Conference on Reliable Software Technologies,http://www.ada-europe.org/conference2009.html,"['ada', 'programming languages', 'software engineering', 'industry applications']","Jun 8, 2009 - Jun 12, 2009","Brest, France","Dec 1, 2008","Feb 9, 2009","Mar 9, 2009",
 SIMUTools  2009 : Second International Conference on Simulation Tools and Techniques,"Simulation Tools and Techniques for Communications, Networks and System",http://www.simutools.org/2009/?Section=dates,"['software', 'simulation']","Mar 2, 2009 - Mar 5, 2009",Rome,"Oct 19, 2008","Jan 2, 2009",,
 MM  2009 : ACM Int. Conference on Multimedia,ACM Multimedia,http://www.acmmm09.org/index.aspx#1,['multimedia'],"Oct 19, 2009 - Oct 24, 2009","Beijing, China","Apr 17, 2009",,,"Apr 10, 2009"
 DCC  2009 : Data compression conference,Data Compression Conference,http://www.cs.brandeis.edu/~dcc/Call.html,"['data', 'compression']","Mar 16, 2009 - Mar 18, 2009","Snowbird, Utah","Nov 16, 2008",,,
 HPRCTA  2008 : Second International Workshop on High-Performance Reconfigurable Computing Technology and Applications,N/A,http://www.ncsa.uiuc.edu/Conferences/HPRCTA08,['computer'],"Nov 17, 2008 - Nov 17, 2008","Austin, TX, USA","Sep 15, 2008","Oct 15, 2008","Nov 1, 2008",
 WORKS  2008 : Third Workshop on Workflows in Support of Large-Scale Science,Workflows in Support of Large-Scale Science,http://www.isi.edu/works08/cfp.php/,"['computer', 'software']","Nov 17, 2008 - Nov 17, 2008","Austin, TX, USA","Sep 12, 2008","Oct 7, 2008","Oct 31, 2008",
 EACL-ERW  2009 : EACL 2009 Student Research Workshop,N/A,http://www.eacl2009.gr/conference/,['NLP'],"Mar 30, 2009 - Apr 3, 2009","Athens, Greece","Oct 24, 2008","Dec 19, 2008",,
 CCNC   2009 : 6th Annual IEEE Consumer Communications & Networking Conference ,N/A,http://www.ieee-ccnc.org/2009/,"['digital entertainment', 'networked virtual environment', 'creative technology']","Jan 10, 2009 - Jan 13, 2009","Las Vegas, Nevada","Aug 15, 2008",,,
 IEEE DANMS   2008 : IEEE 3rd International Workshop on Distributed Autonomous Network Management Systems,N/A,http://www.danms.org,[],"Nov 30, 2008 - Nov 30, 2008","with Globecom 2008, New Orleans, USA","Jul 27, 2008","Sep 15, 2008","Sep 28, 2008",
 CRTS  2008 : Workshop on Compositional Theory and Technology for Real-Time Embedded Systems (co-located with RTSS 2008),N/A,http://www.cis.upenn.edu/~ishin/crts2008/crts2008.html,"['cyber-physical systems', 'real-time', 'embedded systems', 'sensor networks']","Nov 30, 2008 - Nov 30, 2008","Barcelona,  Spain","Sep 15, 2008","Oct 15, 2008","Oct 31, 2008",
 EMBC  2009 : 31st Annual International Conference of the IEEE Engineering in Medicine and Biology Society,N/A,http://www.embc09.org/,"['biomedical', 'clinical', 'medical']","Sep 2, 2009 - Sep 6, 2009","Minneapolis, MN, USA","Apr 7, 2009",,,
 IGIIW  2008 : International Grid Interoperability and Interoperation Workshop 2008,N/A,http://www.fz-juelich.de/jsc/igiiw,['grid'],"Dec 10, 2008 - Dec 10, 2008","Indianapolis, Indiana, USA","Aug 10, 2008","Sep 7, 2008","Sep 29, 2008",
 SWBES  2008 : Challenging Issues in Workflow Applications,N/A,http://staff.science.uva.nl/~zhiming/workshop/swbes/2008,['workflow'],"Dec 7, 2008 - Dec 12, 2008","Indianapolis, USA","Jul 31, 2008","Aug 15, 2008","Sep 1, 2008",
 CSTST-SW  2008 : CSTST Student Workshop 2008,N/A,http://sigappfr.acm.org/cstst08/workshops/student,['databases'],"Oct 27, 2008 - Oct 31, 2008","Cergy Pontoise, Paris, France","Jul 30, 2008","Aug 1, 2008","Sep 17, 2008",
 HPDM  2008 : 10th International Workshop on High Performance Data Mining,N/A,http://hpdm08.isti.cnr.it,['data mining'],"Dec 15, 2008 - Dec 15, 2008","Pisa, Italy","Aug 1, 2008","Sep 15, 2008","Oct 7, 2008",
 ICCPOL  2009 : 22nd International Conference on the Computer Processing of Oriental Languages,International Conference on the Computer Processing of Oriental Languages,http://www.comp.polyu.edu.hk/~iccpol09,['NLP'],"Mar 26, 2009 - Mar 27, 2009",Hong Kong,"Sep 19, 2008","Nov 17, 2008","Dec 29, 2008",
 URS  2009 : Joint Urban Remote Sensing Event,N/A,http://www.urban-remote-sensing-2009.org.cn/,"['geoscience', 'remote sensing']","May 20, 2009 - May 22, 2009","Shanghai, China","Oct 31, 2008","Dec 31, 2008","Feb 28, 2009",
 NIME'09  2009 : 5th IEEE International Workshop on Networking Issues in Multimedia Entertainment ,N/A,http://cms.comsoc.org/eprise/main/SiteGen/CCNC_2009/Content/Home/call_for_papers/Workshop_on_Networking_Issues_in_Multimedia_Entert.html,"['application for entertainment', 'technologies for entertainment']","Jan 10, 2009 - Jan 13, 2009","Las Vegas, Nevada, USA","Aug 21, 2008",,,
 IITA  2008 : Second International Symposium on Intelligent Information Technology Application,Intelligent Information Technology Application,http://www.csconference.cn/iita2008/,"['circuits', 'artificial intelligence']","Dec 21, 2008 - Dec 22, 2008","Shanghai, China","Sep 1, 2008","Sep 30, 2008","Oct 15, 2008",
" DTTA  2009 : ACM SAC Special Track on Database Theory, Technology, and Applications",N/A,http://www.lau.edu.lb/news-events/conferences/sac2009/index.php,['databases'],"Mar 8, 2009 - Mar 12, 2009","Honolulu, Hawaii, USA","Aug 16, 2008","Oct 11, 2008","Oct 25, 2008",
 CIAWES  2008 : International Workshop on Cognitive Aspects in Intelligent and Adaptive Web-based Educational Systems,N/A,http://kinshuk.athabascau.ca/ciawes2008,['web'],"Oct 27, 2008 - Oct 31, 2008","Taipei, Taiwan","Aug 15, 2008","Aug 31, 2008","Sep 15, 2008",
 PS  2009 : International Conference on Photonics in Switching,N/A,http://www.ps2009.org/,"['lasers', 'electro-optics']","Sep 16, 2009 - Sep 19, 2009","Pisa, Italy","Apr 30, 2009",,,
 LEARN  2009 : ACM SAC Special track on Relational Learning,N/A,http://evolution.ibmc.up.pt/~nf/sac2009-learn,['machine learning'],"Mar 8, 2009 - Mar 12, 2009","Honolulu, Hawaii, USA","Aug 16, 2008","Oct 11, 2008","Oct 25, 2008",
 SWA  2009 : ACM SAC track on The Semantic Web and Applications,N/A,http://www.ischool.drexel.edu/faculty/hhan/swa2009,['semantic web'],"Mar 8, 2009 - Mar 12, 2009","Honolulu, Hawaii, USA","Aug 16, 2008","Oct 11, 2008","Oct 25, 2008",
 DDDM  2008 : The 2nd International Workshop on Domain Driven Data Mining,N/A,http://datamining.it.uts.edu.au/dddm08/,['data mining'],"Dec 15, 2008 - Dec 15, 2008","Pisa, Italy","Aug 1, 2008",,,
 WHPCF  2008 : Workshop on High Performance Computational Finance,High Performance Computational Finance,http://research.ihost.com/whpcf/,['computational finance'],"Nov 16, 2008 - Nov 16, 2008","Austin, TX, USA","Aug 29, 2008","Sep 19, 2008","Oct 3, 2008",
 MTAGS  2008 : The 1st Workshop on Many-Task Computing on Grids and Supercomputers,Many-Task Computing on Grids and Supercomputers,http://dsl.cs.uchicago.edu/MTAGS08,"['grid', 'computer architecture', 'parallel processing']","Nov 17, 2008 - Nov 17, 2008","Austin, Texas, USA","Aug 15, 2008","Oct 1, 2008","Oct 15, 2008",
 iCBBE  2009 : 3rd International Conference on Bioinformatics and Biomedical Engineering,N/A,http://www.icbbe.org/icbbe2009submission/website/icbbe2009/callforPapers.htm,['biomedical engineering'],"Jun 11, 2009 - Jun 13, 2009","Beijing, China","Nov 30, 2008","Feb 10, 2009",,
 ACC  2009 : American Control Conference,N/A,http://www.a2c2.org/conferences/acc2009/,['control'],"Jun 10, 2009 - Jun 12, 2009","St. Louis, MO, USA","Sep 15, 2008","Jan 30, 2009","Mar 16, 2009",
 LATA  2009 : 3rd INTERNATIONAL CONFERENCE ON LANGUAGE AND AUTOMATA THEORY AND APPLICATIONS,Language and Automata Theory and Applications,http://grammars.grlmc.com/LATA2009/,['NLP'],"Apr 2, 2009 - Apr 8, 2009","Tarragona, Spain","Oct 22, 2008","Dec 10, 2008","Dec 24, 2008",
" ADCSS  2008 : 2008 ESA Workshop on Avionics Data, Control and Software Systems",N/A,http://www.congrex.nl/08C38/,"['aerospace', 'software engineering']","Oct 29, 2008 - Oct 31, 2008","ESA/ESTEC, Noordwijk, The Netherlands","Aug 29, 2008","Sep 14, 2008",,
 ISJ - Biometrics  2009 : Special Issue on Biometric Systems - IEEE Systems Journal,N/A,http://www.dti.unimi.it/~piuri/pages/ISJ-SpecialIssueBiometricsSystemsCFP.pdf,"['biometrics', 'person recognition']",N/A,N/A,TBD,,,
 TIM - Biometrics  2009 : Special Issue on Biometric Instrumentation and Measurements  - IEEE Trans. Instrumentation and Measurement,N/A,http://www.dti.unimi.it/~piuri/pages/TIM-SpecialIssueBiometricIMCFP.pdf,"['biometrics', 'instrumentation', 'measurement', 'person recognition']",N/A,N/A,TBD,,,
 DBDBD  2008 : Dutch Belgian Database Day 2008,N/A,http://perso.fundp.ac.be/~pthiran/dbdbd2008/dbdbd08.htm,['databases'],"Oct 10, 2008 - Oct 10, 2008","Namur, Belgium","Sep 19, 2008","Sep 26, 2008",,
 UWA  2008 : Ubiquitous Web Applications,N/A,http://www.schwinger.at/UWA2008,"['web', 'ubiquitous computing', 'pervasive computing']","Nov 24, 2008 - Nov 26, 2008","Linz, Austria","Sep 8, 2008","Oct 6, 2008","Oct 15, 2008",
 ASPOCP  2008 : Workshop on Answer Set Programming and Other Computing Paradigms,N/A,http://www.mat.unical.it/ASPOCP08,"['artificial intelligence', 'logic']","Dec 9, 2008 - Dec 13, 2008","Udine, Italy","Sep 15, 2008","Oct 20, 2008","Nov 10, 2008",
 ROADS  2008 : The 3rd International Workshop on Real Overlays And Distributed Systems,N/A,N/A,['distributed systems'],"Dec 9, 2008 - Dec 9, 2008","Madrid, Spain","Sep 12, 2008","Oct 20, 2008","Nov 14, 2008",
 IDEAS  2009 : XII Iberoamerican Conference on Requirements Engineering and Software Environments,N/A,http://ideas09.eafit.edu.co,['software engineering'],"Apr 13, 2009 - Apr 17, 2009","Medellín, Colombia","Nov 1, 2008","Dec 5, 2008","Jan 15, 2009",
 ESBE  2008 : International Workshop on Enabling Service Business Ecosystems,N/A,http://esbe.disi.unitn.it,['software'],"Dec 1, 2008 - Dec 1, 2008","Sydney, Australia","Oct 6, 2008","Nov 3, 2008",,
 IPSN  2009 : The 8th ACM/IEEE Conference on Information Processing in Sensor Networks,Information Processing in Sensor Networks,http://ipsn.acm.org,"['sensor tasking, control, and', 'distributed and collaborative', 'sensor actuation']","Apr 13, 2009 - Apr 16, 2009","San Francisco, USA","Oct 22, 2008",,,"Oct 15, 2008"
 ICISO  2009 : 11th International Conference on Informatics and Semiotics in Organisations,International Conference on Informatics and Semiotics in Organisations,http://www.orgsem.org/2009,['software'],"Apr 10, 2009 - Apr 12, 2009","Beijing, China","Nov 15, 2008","Jan 7, 2009","Jan 31, 2009",
 RE  2009 : 17th IEEE International Requirements Engineering Conference,Requirements Engineering,http://www.re09.org/,['software engineering'],"Aug 31, 2009 - Sep 4, 2009","Atlanta, GA, USA","Feb 12, 2009","Apr 22, 2009",,"Feb 2, 2009"
 PAKDD  2009 : 13th Pacific-Asia Conference on Knowledge Discovery and Data Mining ,N/A,http://itpe.siit.tu.ac.th/pakdd/,[],"Apr 27, 2009 - Apr 30, 2009",Bangkok,"Sep 23, 2008","Dec 8, 2008","Jan 9, 2009","Sep 16, 2008"
 JSPS   2009 : Journal of Social and Psychological Sciences ,N/A,http://www.jspsciences.org/new%20%20issue.htm,"['psychology', 'social theory', 'psychosocial', 'discourse analysis']",N/A,N/A,"Sep 10, 2008","Dec 20, 2008",,
 KAM  2008 : International Symposium on Knowledge Acquisition and Modeling,N/A,http://www.ieee-kam.cn/,"['artificial intelligence', 'knowledge discovery', 'knowledge acquisition']","Dec 20, 2008 - Dec 21, 2008","Wuhan, China","Aug 15, 2008","Sep 15, 2008","Oct 1, 2008",
 IMWS  2008 : IEEE MTT-S International Microwave Workshop Series on Art of Miniaturizing RF and Microwave Passive Components,N/A,http://www.mtt-imws08.uestc.edu.cn/cfp.htm,['microwave'],"Dec 14, 2008 - Dec 15, 2008","Chengdu, China","Oct 15, 2008","Sep 30, 2008","Oct 15, 2008","Aug 30, 2008"
 IMWS-R9  2009 : International Microwave Workshop Series on Signal Integrity and High-Speed Interconnects,N/A,http://www.imws2009-R9.org/,['microwave'],"Feb 19, 2009 - Feb 20, 2009","Guadalajara, Mexico","Oct 6, 2008","Oct 27, 2008","Nov 14, 2008",
 PerCom  2009 : The Premier IEEE Conference on Pervasive Computing,Pervasive Computing and Communications,http://www.percom.org,['pervasive computing'],"Mar 16, 2009 - Mar 20, 2009","Dallas, TX, USA","Sep 22, 2008","Dec 12, 2008","Jan 7, 2009","Sep 15, 2008"
 ACCJ  2008 :  Advance computing and communication journal,N/A,http://www.tabindah.org/,"['advance', 'computing', 'communication', 'computer']",N/A,N/A,TBD,,,
 RCIS  2009 : 3rd International Conference on Research Challenges in Information Science,Research Challenges in Information Science,http://www.farcampus.com/rcis,"['databases', 'web', 'information systems', 'knowledge management']","Apr 22, 2009 - Apr 24, 2009","Fez, Morocco","Nov 28, 2008","Feb 10, 2009","Mar 6, 2009",
" SIP  2009 : 3rd WSEAS International Symposium on Wavelets Theory and Applications in Applied Mathematics, Signal Processing & Modern Science",N/A,http://www.wseas.org/conferences/2009/istanbul/sip/wavelets.html,['signal processing'],"Jun 5, 2009 - Jul 7, 2009","Istanbul, Turkey","Apr 30, 2009",,,
 Corpus Profiling  2008 : Corpus Profiling for Information Retrieval and Natural Language Processing Workshop,N/A,http://kmi.open.ac.uk/events/corpus-profiling/index.php,"['IR', 'NLP', 'information retrieval']","Oct 18, 2008 - Oct 18, 2008","London, UK","Aug 15, 2008","Sep 12, 2008","Sep 26, 2008",
 AIR  2008 : Second International Workshop on Adaptive Information Retrieval,N/A,http://www.dcs.gla.ac.uk/workshops/air2008/,['IR'],"Oct 18, 2008 - Oct 18, 2008","London, UK","Aug 30, 2008","Sep 15, 2008","Oct 1, 2008",
 PDCS  2008 : IASTED International Conference on Parallel and Distributed Computing and Systems,N/A,http://www.iasted.org/CONFERENCES/home-631.html,"['algorithms', 'network security', 'grid computing', 'sensor networks']","Nov 16, 2008 - Nov 18, 2008","Orlando, Florida","Jun 30, 2008","Aug 30, 2008","Sep 15, 2008",
 HuCom  2008 : First International Working Conference on Human Factors and Computational Models in Negotiation,N/A,http://www.mmi.tudelft.nl/hucom08,['artificial intelligence'],"Dec 8, 2008 - Dec 9, 2008","Delft, Netherlands","Oct 17, 2008","Nov 3, 2008","Nov 21, 2008",
 PADS  2009 : 23rd ACM/IEEE/SCS Workshop on Principles of Advanced and Distributed Simulation,Workshop on Parallel and Distributed Simulation,http://www.cs.virginia.edu/pads2009/index.htm,"['simulation', 'modeling']","Jun 22, 2000 - Jun 25, 2000","Lake Placid, NY, USA","Jan 5, 2009","Feb 16, 2009","Mar 16, 2009",
 INTENSIVE  2009 : The First International Conference on Intensive Applications and Services,International Conference on Intensive Applications and Services,http://www.iaria.org/conferences2009/CfPINTENSIVE09.html,[],"Apr 21, 2009 - Apr 25, 2009","Valencia, Spain","Nov 1, 2008","Dec 5, 2008","Dec 25, 2008",
 AAMAS  2009 : The Eighth International Joint Conference on AUTONOMOUS AGENTS AND MULTI-AGENT SYSTEMS,N/A,http://www.conferences.hu/AAMAS2009/,"['autonomous agents', 'multi-agent systems', 'artificial intelligence']","May 11, 2009 - May 15, 2009","Budapest, Hungary","Oct 14, 2008","Dec 19, 2008","Feb 6, 2009","Oct 10, 2008"
 ICACT  2009 : 11th International Conference on Advanced Communication Technology,N/A,http://www.icact.org/callforpapers/callforpapers.asp,['communications'],"Feb 15, 2009 - Feb 18, 2009","Gangwon-Do, South Korea","Oct 10, 2008","Nov 30, 2008","Dec 31, 2008",
 HSCC  2009 : Hybrid Systems: Computation & Control,Hybrid Systems,http://www.ee.ucla.edu/~hscc09/dates.html,"['heterogeneous systems', 'control', 'wireless network', 'real time']","Apr 13, 2009 - Apr 15, 2009",San Francisco,"Oct 10, 2008","Nov 30, 2008","Jan 9, 2009",
 IbPRIA  2009 : 4th Iberian Conference on Pattern Recognition and Image Analysis,Iberian Conference on Pattern Recognition and Image Analysis,http://ibpria2009.isr.uc.pt,"['pattern recognition', 'speech recognition', 'bioinformatics']","Jun 10, 2009 - Jun 12, 2009","Póvoa de Varzim, Portugal","Dec 16, 2008",,,
 dg.o  2009 : 10th International Digital Government Research Conference,Digital Government Research,http://www.dgo2009.org,[],"May 17, 2009 - May 20, 2009","Puebla, Mexico","Dec 21, 2008","Feb 1, 2009","Mar 15, 2009",
 ISWPC  2009 : International Symposium on Wireless Pervasive Computing,N/A,http://www.iswpc.org/2009,"['wireless', 'pervasive computing']","Feb 11, 2009 - Feb 13, 2009","Melbourne, Australia","Oct 12, 2008","Nov 10, 2008","Nov 28, 2008",
 WDA  2008 : Workshop on Dependable Architectures,N/A,http://www.cs.ucy.ac.cy/carch/wda08/,"['reliability', 'computer architecture', 'microarchitecture ', 'dependable systems']","Nov 9, 2008 - Nov 9, 2008","Lake Como, Italy","Sep 8, 2008","Oct 6, 2008","Oct 13, 2008",
 SMDB  2009 : ICDE Workshop on Self-managing Database Systems,N/A,http://db.uwaterloo.ca/tcde-smdb/smdb09,['databases'],"Mar 29, 2009 - Mar 29, 2009","Shanghai, China","Oct 23, 2008","Nov 26, 2008","Jan 8, 2009",
 ITW  2009 : IEEE Information Theory Workshop (ITW 2009) - Taormina,N/A,http://www.deis.unical.it/itw2009,"['information theory', 'telecommunications', 'coding']","Oct 11, 2009 - Oct 16, 2009",Taormina,"Mar 29, 2009","Jul 12, 2009","Aug 9, 2009",
 CCNC   2009 : IEEE CCNC'09 -  Special Session on IPTV Towards Seamless Infotainment,N/A,http://cms.comsoc.org/eprise/main/SiteGen/CCNC_2009/Content/Home/call_for_papers/IPTV__towards_seamless_infotainment.html,"['IPTV', 'architectures', 'services', 'multimedia']","Jan 10, 2009 - Jan 13, 2009",Las Vegas,"Aug 15, 2008",,,
 UT  2009 : IEEE/OES 6th International Symposium on Underwater Technology,N/A,http://ut2009.cssrc.com.cn/html/organization.html,['oceanic engineering'],"Apr 21, 2009 - Apr 24, 2009","Wuxi, China","Sep 30, 2008","Oct 31, 2008","Jan 31, 2009",
 ISSCC  2009 : IEEE International Solid-State Circuits Conference,International Solid-State Circuits Conference,http://www.isscc.org/isscc/2009/2009_Call_For_Papers.pdf,"['solid-state', 'circuits']","Feb 8, 2009 - Feb 12, 2009","San Francisco, CA","Sep 22, 2008",,,
 VTC-Sping  2009 : IEEE Vehicular Technology Conference,N/A,http://www.ieeevtc.org/vtc2009spring/,['vehicular technology'],"Apr 19, 2009 - Apr 22, 2009","Barcelona, Spain","Sep 15, 2008","Dec 15, 2008","Jan 23, 2009",
 FOGA  2009 : Foundations of Genetic Algorithms,Foundations of Genetic Algorithms,http://www.sigevo.org/foga-2009,"['genetic computation', 'evolutionary computation']","Jan 9, 2009 - Jan 11, 2009","Orlando, FL, USA","Sep 1, 2008",,,
 CollaborateCom  2008 : 4th International Conference on Collaborative Computing,Collaborative Computing,http://collaboratecom.org/,['HCI'],"Nov 13, 2008 - Nov 16, 2008","Orlando, FL, USA","Jul 31, 2008","Sep 26, 2008","Oct 14, 2008",
 KDD  2009 : The 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Knowledge Discovery and Data Mining,http://www.sigkdd.org/kdd2009/,"['knowledge discovery', 'data mining']","Jun 28, 2009 - Jul 1, 2009","Paris, France","Feb 6, 2009",,,"Feb 2, 2009"
" artciencia  2008 : Art, Science and Communication",N/A,http://www.artciencia.com,"['art', 'science', 'communication', 'journalism']",N/A,N/A,"Aug 30, 2008",,,
 IJCNN  2009 : International Joint Conference on Neural Networks,N/A,http://ijcnn2009.com/,[],"Jun 14, 2009 - Jun 19, 2009","Atlanta, GA","Jan 5, 2009","Jan 30, 2009","Mar 10, 2009",
 CoNGN  2008 : International Workshop on Collaboration and Cognition in Next Generation Networks,N/A,http://www.criticalnet.org/CoNGN,"['distributed systems', 'networking']","Nov 13, 2008 - Nov 13, 2008","Orlando, Florida, USA","Sep 2, 2008","Sep 26, 2008","Oct 14, 2008",
 CSBW  2008 : The 2008 Computational Structural Bioinformatics Workshop,N/A,http://www.cs.nmsu.edu/~xqin/bioworkshop/2008/Bioworkshop.html,"['bioinformatics', 'computational biology', 'structural biology', 'data mining']","Nov 7, 2008 - Nov 7, 2008","Philadelphia, PA, USA","Aug 15, 2008","Sep 10, 2008","Sep 17, 2008",
 ION ITM  2009 : The Institute of Navigation International Technical Meeting,N/A,http://www.ion.org/meetings/itm2009cfa.cfm,"['navigation', 'geoscience', 'aerospace', 'measurement']","Jan 26, 2009 - Jan 28, 2009","Anaheim, CA","Jan 5, 2009",,,"Oct 3, 2008"
 FDG  2009 : The Fourth International Conference on the Foundations of Digital Games,Foundations of Digital Games,http://www.foundationsofdigitalgames.org/index.php,"['artificial intelligence', 'databases', 'games', 'computer graphics']","Apr 26, 2009 - Apr 30, 2009",Disney Wonder Cruise,"Dec 19, 2008","Jan 30, 2009","Feb 20, 2009",
 ICWI  2008 : ICWI 2008: 2nd Call - 1 September 2008,N/A,http://www.internet-conf.org/,[],"Oct 13, 2008 - Oct 15, 2008","Freiburg, Germany","Sep 1, 2008","Sep 22, 2008","Sep 29, 2008",
 AISTATS  2009 : Twelfth International Conference on Artificial Intelligence and Statistics,N/A,N/A,"['artificial intelligence', 'statistics', 'machine learning', 'decision making']","Apr 16, 2009 - Apr 19, 2009","Clearwater, Florida USA","Nov 5, 2008",,,
" SLAECE at ICIW  2009 : SLAECE at ICIW 2009 || Venice-Italy, May 24-28, 2009",N/A,http://www.iaria.org/conferences2009/ICIW09.html,"['computer science', 'information systems']","May 24, 2009 - May 28, 2009",Venice-Italy,"Dec 20, 2008",,,
 WSCD  2009 : Workshop on Web Search Click Data,N/A,http://research.microsoft.com/users/nickcr/wscd09/,"['information retrieval', 'data mining', 'machine learning']","Feb 9, 2009 - Feb 9, 2009","Barcelona, Spain","Dec 5, 2008","Jan 2, 2009","Jan 12, 2009",
